word,doc_freq,retained
命令,2,False
命贵,2,False
命贵们,1,False
命运,4,False
命运多舛,1,False
命题,4,False
咄咄逼人,1,False
咋个,1,False
咋们,2,False
咋会,1,False
咋办,1,False
咋咋呼呼,2,False
咋啦,1,False
咋整,1,False
咋样,2,False
咋活,1,False
咋纳,1,False
和利,1,False
和善,1,False
和尚,4,False
和平,8,True
和平演变,2,False
和睦,1,False
和稀泥,2,False
和翔里,1,False
和而不同,1,False
和虫族,1,False
和解,1,False
和谐,16,True
和顺,1,False
和默,2,False
咎由自取,2,False
咒骂,1,False
咖啡,2,False
咖喱粉,1,False
咣当,1,False
咧嘴,1,False
咪西,1,False
咬伤,1,False
咬定,1,False
咱国,1,False
咱学,1,False
咱饭,1,False
咳卡茵,1,False
咳咳,2,False
咸菜,1,False
咸阳,1,False
咸鱼翻身,1,False
咽得,1,False
哀求,1,False
品位,2,False
品吧,1,False
品味,1,False
品品,1,False
品学兼优,2,False
品尝,2,False
品德,2,False
品性,2,False
品格,2,False
品牌,3,False
品种,3,False
品行,2,False
品质,2,False
哄哄,1,False
哄抬,2,False
哄骗,1,False
哈人,1,False
哈哈哈,70,True
哈哈哈哈,22,True
哈哈大笑,1,False
哈哈笑,2,False
哈姆,1,False
哈尔,1,False
哈尔滨,10,True
哈尔滨人,1,False
哈工大,4,False
哈德,1,False
哈样,1,False
哈根达斯,1,False
哈萨克,2,False
哈萨克人,2,False
响应,1,False
响指,1,False
哎嘿,1,False
哑光,1,False
哑口无言,1,False
哑巴,2,False
哔哩,3,False
哔数,1,False
哔赖赖,2,False
哗众取宠,1,False
哥不直,1,False
哥们,13,True
哥俩,1,False
哥哥,14,True
哥布林,1,False
哥直,1,False
哪人,4,False
哪件,1,False
哪会,1,False
哪位,2,False
哪像,2,False
哪去,1,False
哪句,1,False
哪家,1,False
哪放,1,False
哪敢,2,False
哪是,1,False
哪有,7,True
哪有什么,3,False
哪来,16,True
哪种,4,False
哪管,1,False
哪裡,1,False
哪错,1,False
哪门子,1,False
哭天喊地,1,False
哭天抢地,1,False
哭泣,2,False
哭腔,1,False
哭诉,1,False
哲学,4,False
哲学家,3,False
哲学思想,1,False
哺乳,1,False
哺育,2,False
哼哼,1,False
唏嘘,1,False
唐人街,1,False
唐代,2,False
唐僧,1,False
唐太宗,1,False
唐婧,1,False
唐山,16,True
唐山人,2,False
唐朝,1,False
唐画,1,False
唠嗑,1,False
唤醒,1,False
唧唧,2,False
售出,1,False
唯一,24,True
唯二,1,False
唯唯诺诺,4,False
唯有,1,False
唯独,1,False
唱双簧,1,False
唱唱,2,False
唱戏,1,False
唱歌,2,False
唱红脸,1,False
唱衰,1,False
唱词,1,False
唾弃,5,True
唾沫,1,False
商丘,5,True
商业,1,False
商业化,1,False
商人,2,False
商会,2,False
商品,8,True
商场,2,False
商女,2,False
商家,2,False
商店,1,False
商榷,1,False
商议性的,1,False
商都,1,False
商量,1,False
商量一下,1,False
啊哈,1,False
啊啊啊,3,False
問七歲,1,False
啤酒,1,False
啤酒肚,1,False
啥事,2,False
啥子,1,False
啥意思,4,False
啥时候,6,True
啥样,5,True
啧啧,5,True
啪啪,1,False
喀麦隆,1,False
喂养,1,False
喂喂,2,False
喃蛮,2,False
善于,1,False
善人,1,False
善待,1,False
善心,1,False
善恶,3,False
善意,1,False
善良,27,True
善茬,1,False
善解人意,1,False
喇嘛,1,False
喉舌,1,False
喊住,1,False
喊别,1,False
喊叫,1,False
喊话,1,False
喊麦,1,False
喘息,1,False
喜不喜欢,1,False
喜伦家,1,False
喜剧,1,False
喜好,7,True
喜怒哀乐,1,False
喜欢,303,True
喜爱,1,False
喜猪,1,False
喜猪妹,2,False
喜翻儿,1,False
喜闻乐见,1,False
喝咖啡,1,False
喝尿,1,False
喝水,1,False
喝点,1,False
喝茶,1,False
喝血,1,False
喝西北风,1,False
喝酒,3,False
喝醉酒,1,False
喧嚣,1,False
單身,1,False
喷人,1,False
喷到,2,False
喷喷,1,False
喷子,2,False
喷射,1,False
喷成,1,False
喷有,1,False
喷民,1,False
喷神,3,False
喷粪,1,False
喷黑,1,False
嗑瓜子,1,False
嗓子,1,False
嗓门,2,False
嗤之以鼻,2,False
嘉兴,2,False
嘉心,1,False
嘉靖,1,False
嘲笑,19,True
嘲讽,19,True
嘲讽地,1,False
嘴上,3,False
嘴巴,4,False
嘴溅,1,False
嘴炮,2,False
嘴皮,1,False
嘴皮子,1,False
嘴硬,6,True
嘴脸,6,True
嘴贱,1,False
嘴边,2,False
嘴里,7,True
嘶哑,1,False
嘻哈,2,False
嘻嘻,2,False
嘿人,11,True
嘿咻嘿,1,False
嘿嘿,8,True
嘿嘿嘿,2,False
嘿忍,1,False
嘿涩,1,False
嘿爹,1,False
嘿畜,2,False
嘿硅,1,False
嘿硅嘿,1,False
嘿贵,5,True
器大,1,False
器大活,4,False
器官,3,False
器真,1,False
器质性,1,False
噱头,1,False
嚎叫,1,False
嚣张,5,True
嚷嚷,3,False
嚼舌根,1,False
四个,13,True
四五,1,False
四五十万,1,False
四五天,1,False
四五点,1,False
四人,1,False
四代,1,False
四分之一,4,False
四十万,1,False
四十多,1,False
四十岁,2,False
四十年,1,False
四十米,1,False
四千多,1,False
四名,1,False
四周,1,False
四处,6,True
四大,2,False
四大名著,1,False
四季,1,False
四届,1,False
四川,29,True
四川人,13,True
四平路,1,False
四年,4,False
四年级,2,False
四方,2,False
四有,1,False
四条,2,False
四波,1,False
四百万,1,False
四秒,1,False
四等,2,False
四组,1,False
四维,1,False
四肢发达,1,False
四舍五入,1,False
四觉,1,False
四骏,1,False
回上,1,False
回不去,2,False
回不来,6,True
回个,1,False
回事,9,True
回事儿,1,False
回來,1,False
回击,2,False
回到,6,True
回去,16,True
回国,15,True
回复,37,True
回天之力,1,False
回头,6,True
回头是岸,2,False
回娘家,1,False
回子,1,False
回家,18,True
回应,8,True
回归,6,True
回归自然,1,False
回忆,2,False
回忆往事,1,False
回怼,3,False
回执单,3,False
回报,2,False
回收,2,False
回教,1,False
回敬,1,False
回族,18,True
回来,51,True
回民,4,False
回答,54,True
回纥,1,False
回老家,5,True
回路,1,False
回送,1,False
回避,4,False
回马枪,1,False
因人而异,2,False
因噎废食,1,False
因怕,1,False
因果,1,False
因果关系,3,False
因果报应,2,False
因爱,1,False
因素,13,True
因结,1,False
因腐癌,1,False
团伙,1,False
团体,4,False
团灭,1,False
团结,29,True
团结一致,2,False
团结起来,6,True
团队,4,False
困局,1,False
困扰,6,True
困难,7,True
围攻,3,False
围点打援,1,False
围着,1,False
围绕,3,False
固化,3,False
固始,1,False
固执,1,False
固执的,2,False
固有,3,False
国中,1,False
国之君,2,False
国产,2,False
国人,29,True
国企,2,False
国党,1,False
国内,106,True
国内外,3,False
国南,1,False
国外,54,True
国女,41,True
国宝级,1,False
国家,139,True
国家机密,1,False
国家队,1,False
国度,2,False
国情,1,False
国楠,4,False
国民,3,False
国民党,1,False
国民待遇,1,False
国民性,1,False
国民素质,2,False
国王,2,False
国男,23,True
国男们,1,False
国男去,1,False
国男喊,1,False
国男外,1,False
国男多,1,False
国男娶,1,False
国男嫁,1,False
国男找,1,False
国男提,1,False
国男普信,1,False
国男有,1,False
国男来,1,False
国男睡,1,False
国男说,1,False
国界,2,False
国立大学,1,False
国策,2,False
国籍,19,True
国统区,1,False
国语,1,False
国足,1,False
国运,1,False
国都亡,1,False
国钕谈,1,False
国铝,2,False
国门,2,False
国际,51,True
国际化,2,False
国际友人,1,False
国际形势,1,False
国难,1,False
图一,1,False
图一乐,1,False
图一是,1,False
图一青虫,1,False
图上,1,False
图个,3,False
图中,3,False
图书馆,2,False
图二,2,False
图到,1,False
图及,1,False
图四,1,False
图图,1,False
图怪,1,False
图文并茂,1,False
图来,1,False
图沙,1,False
图源,1,False
图灵,6,True
图片,22,True
图用,1,False
图穷匕见,1,False
图纸,1,False
图荷,1,False
图谋不轨,1,False
图配,1,False
图里,3,False
圆圈,2,False
圆满解决,1,False
圈内,1,False
圈套,1,False
圈子,23,True
圈子里,7,True
圈里,5,True
土共黑,1,False
土包子,3,False
土匪,3,False
土地,26,True
土壤,1,False
土客,1,False
土文,1,False
土生,1,False
土生土长,1,False
土穷,1,False
土老帽,2,False
土著,7,True
土豆,1,False
土豪,6,True
圣人,1,False
圣土,1,False
圣地,1,False
圣女,1,False
圣旨,1,False
圣母,17,True
圣父,2,False
圣经,2,False
圣诞,1,False
圣贤,2,False
圣雄甘地,1,False
在世界上,1,False
在乎,16,True
在于,17,True
在你看来,1,False
在内,3,False
在国,1,False
在外,7,True
在家,11,True
在座,3,False
在意,11,True
在我心中,1,False
在我看来,1,False
在此一举,1,False
在此之前,1,False
在理,1,False
在生活上,1,False
在生活中,1,False
在线,3,False
在群众中,1,False
在职,4,False
地上,5,True
地下,1,False
地中海,2,False
地为,1,False
地主,1,False
地二选,1,False
地互,1,False
地位,38,True
地儿,3,False
地全,1,False
地区,54,True
地去,2,False
地名,1,False
地图,9,True
地址,9,True
地域,177,True
地域偏见的,1,False
地域观念,2,False
地大,1,False
地头蛇,1,False
地实,1,False
地带,4,False
地广人稀,1,False
地底下,1,False
地形,1,False
地想,1,False
地房,1,False
地才,1,False
地拿钱,1,False
地方,156,True
地方保护主义的,1,False
地步,10,True
地沟,1,False
地法天,1,False
地活,1,False
地点,3,False
地狱,10,True
地球,20,True
地理,1,False
地用,1,False
地痞,1,False
地盘,2,False
地笑,1,False
地级市,1,False
地被,1,False
地设,1,False
地说,1,False
地贴,1,False
地道,1,False
地铁,9,True
地铁站,1,False
地震,3,False
地面,1,False
地鹅几在,1,False
场中,2,False
场合,2,False
场坏,2,False
均摊,1,False
坊间,1,False
坏习惯,1,False
坏事,11,True
坏人,19,True
坏处,3,False
坏心,1,False
坏毛病,1,False
坏种,2,False
坏蛋,1,False
坏话,2,False
坏透,1,False
坐不上,1,False
坐到,1,False
坐在,2,False
坐地,1,False
坐地铁,3,False
坐实,1,False
坐月子,2,False
坐标,3,False
坐火车,1,False
坐牢,6,True
坐电梯,2,False
坐立不安,1,False
坐等,1,False
坑人,2,False
坑得,1,False
坑蒙拐骗,1,False
坑货,1,False
坑過,1,False
坑里,2,False
块钱,3,False
坚决,11,True
坚守,2,False
坚定,3,False
坚定不移,1,False
坚强,1,False
坚持,13,True
坚称,1,False
坚难,1,False
坚韧不拔,1,False
坟前,1,False
坟贴,1,False
坟里,1,False
坦克,4,False
坦克兵,1,False
坦是,1,False
坦桑尼亚,2,False
坦然,1,False
坦白,11,True
坦荡,1,False
垂泪,1,False
垂涎,1,False
垂爱,1,False
垂直,1,False
垃圾,40,True
垃圾场,1,False
垃圾堆,1,False
垃圾桶,1,False
垄断,1,False
垄断性,1,False
垫底,1,False
垫步,1,False
垫背,1,False
埃及,10,True
埃圾,1,False
埃塞,1,False
埃塞俄比亚,5,True
埃塞俄比亚人,1,False
埃里,1,False
埋怨,1,False
埋汰,1,False
埋没,2,False
埋藏,1,False
城乡,2,False
城乡差异,1,False
城墙,1,False
城市,46,True
城市化,1,False
城市猎人,1,False
城门失火,2,False
培养,7,True
培养人才,1,False
培植,1,False
培训,1,False
培训班,2,False
基不,2,False
基于,17,True
基于事实的,2,False
基佬,87,True
基友,1,False
基和皮尔,1,False
基因,81,True
基因学,1,False
基因库,1,False
基地,2,False
基头,1,False
基奥,1,False
基层,3,False
基数,4,False
基本,82,True
基本一致,2,False
基本上,25,True
基本思路,1,False
基本权利,2,False
基染,1,False
基洞,1,False
基狗,1,False
基生,1,False
基督,1,False
基督徒,1,False
基督教,2,False
基督教徒,1,False
基础,9,True
基础设施,1,False
基蛆衮,1,False
堂弟,1,False
堆里,1,False
堕落,2,False
堪忧,2,False
堪称,1,False
堵上,1,False
塌马,1,False
塑料,3,False
塑料袋,2,False
塑造,3,False
塔利班,5,True
塔里,1,False
塘沽,1,False
塞内加尔,1,False
塞尔维亚,1,False
塞尔达,1,False
塞索,1,False
塞进去,1,False
填个,1,False
填补,1,False
境内,2,False
境地,1,False
境外,10,True
墓地,1,False
墓垢,1,False
墙上,1,False
墙们,1,False
墙倒众人推,1,False
墙壁,1,False
墙头草,1,False
墙有,1,False
墙碍,1,False
墙角,1,False
增减,1,False
增加,15,True
增多,1,False
增大,1,False
增幅,1,False
增强,1,False
增添,1,False
增进,1,False
增长,6,True
墨人,1,False
墨尔本大学,1,False
墨斗鱼,1,False
墨水,2,False
壓迫,1,False
士兵,1,False
士气,2,False
壮大,6,True
壮族,1,False
壮硕,1,False
声势,1,False
声名,1,False
声张,1,False
声援,1,False
声明,3,False
声称,2,False
声线,1,False
声誉,3,False
声讨,1,False
声音,16,True
壳里,1,False
处一室,1,False
处于,8,True
处分,2,False
处在,4,False
处境,4,False
处处,2,False
处女,18,True
处女膜,2,False
处心积虑,2,False
处情,1,False
处死,1,False
处理,17,True
处理厂,1,False
处理权,1,False
处理结果,1,False
处罚,3,False
处置,1,False
处过,1,False
备份,1,False
备受,1,False
备注,2,False
备胎,1,False
备选,1,False
复习,1,False
复仇,2,False
复兴,7,True
复制,9,True
复制基因,1,False
复制粘贴,1,False
复印,1,False
复发,2,False
复愁,1,False
复旦,3,False
复杂,11,True
复活,2,False
复联管,1,False
复读,3,False
复读机,4,False
复读生,1,False
夏天,5,True
夏日,1,False
外交,2,False
外交官,1,False
外人,4,False
外企,1,False
外出,3,False
外力,1,False
外包装,1,False
外卖,3,False
外国,64,True
外国人,66,True
外国佬,1,False
外国语,3,False
外地,21,True
外地人,43,True
外夷,1,False
外女,2,False
外姓,1,False
外娶,12,True
外婆家,2,False
外媒,2,False
外嫁,10,True
外宣,1,False
外形,1,False
外快,1,False
外放,1,False
外敌,1,False
外教,9,True
外族,5,True
外星,1,False
外星人,1,False
外来,15,True
外来人口,7,True
外来人员,2,False
外来文化,1,False
外来者,1,False
外泄,1,False
外派,3,False
外流,2,False
外甥,1,False
外甥女,1,False
外界,3,False
外界影响,1,False
外省,3,False
外省人,2,False
外种,1,False
外籍,6,True
外网,2,False
外衣,2,False
外表,2,False
外观,1,False
外语,3,False
外貌,6,True
外貌歧视的,1,False
外边,3,False
外遇,1,False
外部,3,False
外销,1,False
外长,1,False
外面,20,True
多一些,3,False
多一点,1,False
多万,4,False
多三哥,1,False
多个,2,False
多久,8,True
多么,20,True
多乐,1,False
多事,1,False
多于,1,False
多亏,1,False
多人,6,True
多会,2,False
多余,1,False
多元,7,True
多内斗,1,False
多刷,1,False
多剑奴,1,False
多功能,1,False
多半,7,True
多去,5,True
多发,2,False
多咯,1,False
多嘴,1,False
多多,5,True
多多少少,3,False
多多益善,1,False
多大,2,False
多女,1,False
多好,4,False
多如牛毛,1,False
多妻,1,False
多妾,1,False
多媚,1,False
多字来,1,False
多学点,1,False
多岁,2,False
多年,11,True
多待,1,False
多得是,2,False
多心,1,False
多想,1,False
多愁善感,1,False
多戏,1,False
多数,15,True
多斯,1,False
多方,1,False
多来,1,False
多样性,2,False
多次,10,True
多活,1,False
多点,5,True
多生,1,False
多用,1,False
多疑,2,False
多种,5,True
多种多样,1,False
多笋,1,False
多管,1,False
多管齐下,1,False
多组,1,False
多考,1,False
多花,2,False
多苦,1,False
多说无益,1,False
多谢,2,False
多车,1,False
多远,1,False
多重,2,False
多重国籍,1,False
多金,2,False
多钱,1,False
多长,1,False
多长时间,1,False
多难,1,False
多领,1,False
多高,2,False
夜夜,2,False
夜店,2,False
夜话,1,False
夜里,1,False
够低,1,False
够呛,2,False
大一,1,False
大不了,6,True
大不大,1,False
大不如前,1,False
大专生,1,False
大中华,1,False
大义凛然,1,False
大书特书,1,False
大事,2,False
大于,7,True
大人,21,True
大众,6,True
大伙,5,True
大会,2,False
大伯,2,False
大体,2,False
大佬,4,False
大使馆,2,False
大便,2,False
大儒,5,True
大冤种,1,False
大凉山,1,False
大刀,1,False
大到,2,False
大前提,1,False
大力,5,True
大功,1,False
大加,1,False
大势所趋,3,False
大半夜,4,False
大半年,1,False
大厦,2,False
大发,2,False
大发雷霆,1,False
大叔,7,True
大可不必,12,True
大号,1,False
大同,1,False
大同世界,1,False
大哥,7,True
大喊,1,False
大喊大叫,1,False
大嘴,1,False
大团,1,False
大团结,1,False
大国,2,False
大图,1,False
大圣,1,False
大地,6,True
大型,2,False
大城,1,False
大城市,15,True
大堆,1,False
大声,5,True
大多,24,True
大多数,47,True
大大,1,False
大大减少,1,False
大大咧咧,2,False
大大方方,1,False
大好事,1,False
大妈,5,True
大姐,18,True
大威,1,False
大娘,1,False
大字,3,False
大学,64,True
大学专科,2,False
大学教授,1,False
大学本科,2,False
大学毕业,2,False
大学生,21,True
大学老师,2,False
大官,1,False
大家,168,True
大家伙,2,False
大家庭,1,False
大将军,1,False
大小,6,True
大局观,2,False
大屠杀,1,False
大山,2,False
大工,1,False
大师,3,False
大幅度,2,False
大庆,6,True
大度,5,True
大庭广众,1,False
大开眼界,2,False
大张伟,1,False
大张旗鼓,2,False
大快人心,1,False
大患,1,False
大惊小怪,1,False
大戏,1,False
大战,6,True
大户,2,False
大户人家,1,False
大戾,1,False
大批,1,False
大抵,1,False
大拇指,1,False
大方,2,False
大旗,1,False
大无语,1,False
大明,2,False
大是,1,False
大是大非,1,False
大有人在,3,False
大本营,4,False
大杀,1,False
大权在握,1,False
大板,1,False
大果,1,False
大染缸,1,False
大树,1,False
大概,30,True
大款,1,False
大段,1,False
大母,1,False
大汉,2,False
大河,1,False
大法,1,False
大活,1,False
大浪,1,False
大海,1,False
大海捞针,2,False
大火,1,False
大炮,2,False
大烟,1,False
大熊猫,1,False
大爷,8,True
大爹,1,False
大片,1,False
大牌,1,False
大牙,1,False
大猩猩,4,False
大瓣,1,False
大男子主义,6,True
大病,4,False
大白天,1,False
大盗,1,False
大省,8,True
大石桥,2,False
大神,2,False
大米,2,False
大类,1,False
大约,3,False
大老婆,1,False
大肆,2,False
大肆宣扬,2,False
大肥,1,False
大胆,5,True
大脑,10,True
大脑神经,1,False
大臣,1,False
大自然,3,False
大致,1,False
大致相同,1,False
大葱,1,False
大行其道,1,False
大街,11,True
大规模,8,True
大言不惭,2,False
大谈,1,False
大过天,1,False
大连,12,True
大连人,1,False
大连市,2,False
大连理工,1,False
大逆不道,1,False
大道理,1,False
大郎,1,False
大部分,82,True
大都,2,False
大都市圈,1,False
大酱,1,False
大量,21,True
大钱,1,False
大锅,2,False
大门,1,False
大闹,1,False
大阪,1,False
大陆,14,True
大陆妹,2,False
大雪,1,False
大面积,1,False
大额,1,False
大风,1,False
大飞柱,2,False
大飞株,1,False
大餐,1,False
大饼,1,False
大马路,1,False
大骗子,1,False
大高个,1,False
大鱼,1,False
大鼻子,1,False
大龄,2,False
大龄青年,1,False
天上,1,False
天下,15,True
天下太平,1,False
天下无敌,1,False
天下第一,1,False
天下英雄,1,False
天不应,1,False
天为阳,1,False
天主教,1,False
天公地道,1,False
天各一方,1,False
天后,2,False
天呐,1,False
天国,1,False
天地,4,False
天堂,3,False
天大,1,False
天天,68,True
天寒地冻,1,False
天差地别,1,False
天底下,2,False
天往,1,False
天性,7,True
天择,1,False
天敌,1,False
天明,1,False
天昏地暗,1,False
天机,1,False
天杀,1,False
天枢,1,False
天河,1,False
天法,1,False
天津,16,True
天津人,3,False
天涯,1,False
天涯海角,2,False
天灾,1,False
天然,2,False
天王,1,False
天王老子,2,False
天理何在,1,False
天理循环,1,False
天生,32,True
天真,1,False
天知道,1,False
天神,1,False
天秀,1,False
天经地义,4,False
天翻地覆,2,False
天而,1,False
天花板,1,False
天行健,1,False
天赋,6,True
天道,1,False
天龙,3,False
太不像话,1,False
太丑,1,False
太严,1,False
太久,4,False
太乙神,2,False
太乱,2,False
太低,3,False
太假,1,False
太冲,1,False
太双标,2,False
太味,1,False
太哈人,1,False
太土,1,False
太坏,2,False
太多,17,True
太多人,2,False
太多会惯,1,False
太多太多,1,False
太多辣,1,False
太大,6,True
太奸,1,False
太好,1,False
太好了,7,True
太宗,1,False
太对,2,False
太小,5,True
太少,9,True
太差,4,False
太帅,1,False
太平,2,False
太平公主,1,False
太广,2,False
太强,2,False
太强大,1,False
太快,2,False
太惨,3,False
太惯,1,False
太想,1,False
太慢,1,False
太懒,1,False
太抠,1,False
太提,1,False
太早,1,False
太普,1,False
太暖,1,False
太有,1,False
太松,1,False
太极,3,False
太棒,2,False
太棒了,4,False
太次,1,False
太深,2,False
太湖,1,False
太漂亮,1,False
太烂,1,False
太热,1,False
太爱,1,False
太爽,2,False
太爽了,2,False
太猛,1,False
太白楼,1,False
太皮,1,False
太监,1,False
太短,1,False
太穷,2,False
太空,1,False
太空时代,1,False
太精闢,1,False
太美,1,False
太蟒,1,False
太行,1,False
太足,1,False
太辣,1,False
太过,3,False
太过分,2,False
太近,2,False
太酸,1,False
太重,2,False
太長,1,False
太长,3,False
太阳,3,False
太难,4,False
太难发,1,False
太饱,1,False
太高,5,True
太黑,1,False
夫人,3,False
夫夫,1,False
夫妇,2,False
夫妻,4,False
夫妻关系,1,False
夫妻生活,1,False
夫姓,2,False
央视,4,False
失业,1,False
失业率,1,False
失信,1,False
失势,1,False
失去,8,True
失守,3,False
失控,3,False
失敬,1,False
失望,1,False
失职,1,False
失衡,1,False
失败,10,True
失败者,1,False
失足,17,True
失踪,2,False
头上,12,True
头像,8,True
头发,3,False
头塞,1,False
头大,1,False
头头,1,False
头头是道,1,False
头子,3,False
头条,5,True
头条新闻,1,False
头疼,1,False
头皮,2,False
头皮发麻,1,False
头脑,1,False
头脑发热,1,False
头脑清醒,1,False
头部,1,False
头里,1,False
头顶,2,False
夸下,1,False
夸人,1,False
夸大,5,True
夸夸,1,False
夸奖,1,False
夸它,1,False
夸张,5,True
夹子,1,False
夹带,2,False
夹杂,1,False
夹杂着,1,False
夹点,1,False
夹生,1,False
夹着尾巴,1,False
夺取,1,False
夺回,1,False
夺来,1,False
奇人,1,False
奇低,1,False
奇妙,1,False
奇形怪状,1,False
奇怪,24,True
奇怪的是,4,False
奇特,1,False
奇葩,15,True
奇趣,5,True
奇迹,3,False
奇造,1,False
奇门遁甲,1,False
奈何,3,False
奈斯,1,False
奉上,1,False
奉劝,3,False
奉承,1,False
奉献,2,False
奉行,1,False
奉陪,1,False
奋勇,1,False
奋扬,1,False
奋斗,4,False
奋起,1,False
契合,1,False
契约,3,False
奔现,1,False
奔驰,1,False
奖励,2,False
奖学金,6,True
奖牌榜,1,False
奖状,1,False
奖金,2,False
套套,1,False
套子,1,False
套路,2,False
奠基人,1,False
奢侈,1,False
奢侈品,1,False
奢华,1,False
奢望,3,False
奥利,1,False
奥地利,1,False
奥密克戎,3,False
奥巴马,3,False
奥斯丁,1,False
奥斯卡,1,False
奥有,1,False
奥特,1,False
奥运会,4,False
女主,2,False
女主内,1,False
女主洗,1,False
女主角,1,False
女主说,1,False
女人,364,True
女人爱,1,False
女人真,3,False
女仆,2,False
女付,1,False
女会,1,False
女传,2,False
女儿,23,True
女儿国,1,False
女共情,1,False
女关,1,False
女刀,1,False
女医生,1,False
女单,1,False
女厕,2,False
女厕所,4,False
女友,20,True
女司机,1,False
女同,14,True
女同事,1,False
女同学,1,False
女同胞,1,False
女国,1,False
女圈,1,False
女士,3,False
女士优先,2,False
女女,4,False
女姓,1,False
女娃,1,False
女婴,1,False
女婿,5,True
女嫁,1,False
女子,13,True
女学办,1,False
女孩,44,True
女孩子,25,True
女尊,1,False
女少,4,False
女工,1,False
女干,1,False
女强人,2,False
女得,1,False
女性,304,True
女性化,4,False
女性朋友,2,False
女拳,125,True
女拳友,1,False
女拳国,1,False
女排,1,False
女斗,2,False
女方,25,True
女明星,4,False
女朋友,29,True
女权,137,True
女权主义,5,True
女权主义的,1,False
女权主义者,3,False
女权运动,1,False
女来,1,False
女權,2,False
女歌手,1,False
女滴,1,False
女犬,1,False
女王,12,True
女球迷,1,False
女生,124,True
女用,1,False
女病,1,False
女症,1,False
女白,1,False
女白领,1,False
女皇,1,False
女看,1,False
女真,4,False
女神,3,False
女童,1,False
女籍,3,False
女粉,2,False
女老师,1,False
女表子,1,False
女装,2,False
女警察,1,False
女议员,1,False
女贼,2,False
女足,2,False
女醛,1,False
女颜,1,False
女马,1,False
女黄,1,False
女黑人,2,False
奴为荣,1,False
奴在,1,False
奴婢,1,False
奴役,2,False
奴态,1,False
奴性,2,False
奴性十足,1,False
奴才,4,False
奴隶,16,True
奴隶主,2,False
奴隶社会,2,False
奴颜,2,False
奶奶,3,False
奶牛,1,False
奶粉,1,False
奸到,1,False
奸本,1,False
奸淫,1,False
奸诈,1,False
她家,2,False
好一朵,1,False
好不好,7,True
好不容易,2,False
好为人师,1,False
好久,3,False
好久不见,2,False
好久没,3,False
好争,1,False
好争辩的,1,False
好事,21,True
好于,1,False
好些,3,False
好人,30,True
好似,1,False
好像,74,True
好几,2,False
好几万,1,False
好几个,17,True
好几亿,2,False
好几代,1,False
好几倍,1,False
好几十万,1,False
好几回,1,False
好几年,6,True
好几条,1,False
好几起,1,False
好几门,1,False
好分,1,False
好别,1,False
好剑,1,False
好友,3,False
好受,3,False
好吃,7,True
好吃懒做,3,False
好听,10,True
好听话,1,False
好哇,1,False
好图,2,False
好坏,3,False
好处,21,True
好多,44,True
好多个,1,False
好多年,3,False
好多遍,1,False
好大喜功,1,False
好太多,1,False
好奇,12,True
好奇心,1,False
好好,49,True
好好学,1,False
好好学习,2,False
好好看,2,False
好字,1,False
好孩子,1,False
好客,3,False
好家伙,19,True
好山,1,False
好山好水,1,False
好巧,1,False
好帅,1,False
好强,1,False
好得多,1,False
好心,3,False
好心人,1,False
好恶,6,True
好惨,1,False
好意思,8,True
好感,8,True
好感度,1,False
好找,1,False
好报,1,False
好无语,1,False
好日子,4,False
好样,2,False
好歹,3,False
好比,6,True
好气,1,False
好水,1,False
好消息,1,False
好点,2,False
好玩,4,False
好生,1,False
好用,1,False
好看,38,True
好笑,7,True
好聚好散,1,False
好脏,1,False
好色,1,False
好色之徒,1,False
好莱坞,3,False
好萌,1,False
好言好语,1,False
好评,4,False
好词,1,False
好话,2,False
好象,1,False
好赚,2,False
好转,1,False
好过,1,False
好运,1,False
好远,1,False
好长时间,1,False
好飒,1,False
好骗,1,False
好高骛远,1,False
好默,1,False
如下,5,True
如临大敌,1,False
如为,2,False
如今,10,True
如你所愿,1,False
如出一辙,1,False
如前所述,1,False
如同,2,False
如孙,1,False
如实,3,False
如对,6,True
如影,1,False
如意,3,False
如意郎君,1,False
如春,1,False
如是,1,False
如果说,11,True
如此一来,1,False
如爱,1,False
如狗,2,False
如猫,2,False
如用,6,True
如称,2,False
如鱼得水,2,False
妄想,5,True
妄想症,2,False
妄谈,1,False
妆化,1,False
妇产科,1,False
妇女,28,True
妇女儿童,1,False
妇女节,1,False
妇女解放,1,False
妇女运动,1,False
妇男,1,False
妇科,1,False
妇科病,1,False
妇联,7,True
妈呀,6,True
妈妈,17,True
妈宝,5,True
妈拉回,1,False
妈绝,1,False
妈耶,1,False
妈虫,1,False
妓女,2,False
妓院,4,False
妖怪,3,False
妖王,1,False
妖艳,1,False
妖魔,2,False
妖魔化,2,False
妖魔鬼怪,3,False
妙妙,1,False
妥协,4,False
妥善,1,False
妥妥,6,True
妥当,1,False
妨碍,3,False
妹儿,1,False
妹妹,8,True
妹子,21,True
妻女,2,False
妻婚,1,False
妻子,15,True
姆坦,1,False
姆搐,1,False
始乱终弃,1,False
始作俑者,2,False
始料未及,1,False
始祖,1,False
始终,7,True
姐夫,3,False
姐妹,14,True
姐妹花,1,False
姐姐,9,True
姑姑,1,False
姑娘,14,True
姑息,3,False
姓名,1,False
姓氏,2,False
委员会,1,False
委图,1,False
委屈,7,True
委曲,1,False
委曲求全,2,False
姘头,1,False
姚明,1,False
姜丝,1,False
姜太公钓鱼,1,False
姣好,1,False
姥姥,2,False
